varpi,root1,root2,root3
2.58,0.4452747957297731,1.0522756976819654,nan
2.585,0.4435594881678953,1.050581988158244,nan
2.59,0.44185421969317135,1.0488923018551042,nan
2.595,0.44015890944173813,1.047206639613276,nan
2.6,0.4384734774151589,1.045525001963167,nan
2.605,0.43679784446817316,1.0438473891328495,nan
2.61,0.4351319322966768,1.0421738010558617,nan
2.615,0.4334756634259269,1.0405042373788047,nan
2.62,0.4318289611989647,1.0388386974687613,nan
2.625,0.43019174976525026,1.037177180420528,nan
2.63,0.42856395406950615,1.0355196850636692,nan
2.6350000000000002,0.4269454998407644,1.0338662099693992,nan
2.64,0.4253363135816123,1.0322167534572968,nan
2.645,0.4237363225576277,1.030571313601858,nan
2.65,0.42214545478701027,1.0289298882388824,nan
2.6550000000000002,0.42056363903039107,1.027292474971719,nan
2.66,0.4189908047808264,1.0256590711773432,nan
2.665,0.41742688225396685,1.0240296740123027,nan
2.67,0.4158718023783977,1.022404280418511,nan
2.6750000000000003,0.4143254967861502,1.0207828871289069,nan
2.68,0.4127878978033747,1.019165490672973,nan
2.685,0.4112589384411768,1.0175520873821293,nan
2.69,0.40973855238660933,1.0159426733949999,nan
2.695,0.40822667399381984,1.0143372446625367,nan
2.7,0.4067232382753471,1.0127357969530426,nan
2.705,0.4052281808935665,1.0111383258570699,nan
2.71,0.40374143815227703,1.0095448267921954,nan
2.715,0.4022629469884319,1.0079552950076862,nan
2.72,0.4007926449640049,1.006369725589066,nan
2.725,0.3993304702579936,1.0047881134625578,nan
2.73,0.3978763616585531,1.0032104533994295,nan
2.735,0.39643025855525804,1.0016367400202464,nan
2.74,0.39499210093149584,1.00006696779901,nan
2.745,0.39356182935697875,0.9985011310672023,nan
2.75,0.392139384980379,0.9969392240177504,nan
2.755,0.3907247095220835,0.9953812407088836,nan
2.7600000000000002,0.3893177452670644,0.9938271750679042,nan
2.765,0.3879184350578646,0.9922770208948716,nan
2.77,0.3865267222876919,0.9907307718662083,nan
2.775,0.3851425508936262,0.989188421538211,nan
2.7800000000000002,0.3837658653499315,0.9876499633504897,nan
2.785,0.3823966106614755,0.9861153906293169,nan
2.79,0.3810347323572471,0.9845846965909161,nan
2.795,0.3796801764839819,0.9830578743446586,nan
2.8000000000000003,0.3783328895998796,0.9815349168961934,nan
2.805,0.3769928187684249,0.9800158171505106,nan
2.81,0.3756599115522969,0.9785005679149243,nan
2.815,0.3743341160073771,0.9769891619019951,nan
2.82,0.3730153806768463,0.9754815917323824,nan
2.825,0.37170365458537097,0.9739778499376291,nan
2.83,0.37039888723337866,0.972477928962894,nan
2.835,0.36910102859141947,0.9709818211696044,nan
2.84,0.3678100290946107,0.9694895188380601,nan
2.845,0.3665258396371667,0.9680010141699867,nan
2.85,0.3652484115670084,0.966516299290999,nan
2.855,0.3639776966804536,0.9650353662530492,nan
2.86,0.36271364721698546,0.9635582070367895,nan
2.865,0.361456215854098,0.9620848135538913,nan
2.87,0.3602053557022167,0.9606151776493156,nan
2.875,0.3589610202996949,0.9591492911035283,nan
2.88,0.35772316360788003,0.9576871456346603,nan
2.8850000000000002,0.3564917400062548,0.956228732900627,nan
2.89,0.3552667042876452,0.954774044501196,nan
